factor_id,name_zh,name_en,family,metadata_quality,best_horizon,final_quality_class,final_quality_score,score_confidence,computation_integrity_score,predictive_ranking_score,portfolio_extraction_score,stability_score,quantile_shape_score,direction_interpretability_score,redundancy_novelty_score,redundancy_confidence,coverage_rate,rankic_mean,rankic_ir,monthly_ic_positive_rate,long_short_sharpe,long_short_annualized_return,long_short_max_drawdown,long_short_positive_month_rate,quantile_shape,main_strengths_zh,main_weaknesses_zh,main_strengths_en,main_weaknesses_en,review_notes_zh,review_notes_en,recommended_next_action,review_substatus,review_subreason_zh,review_subreason_en,ml_gate_status,ml_gate_reason_zh,ml_gate_reason_en,ml_gate_risk_flags,workflow_review_bucket,workflow_review_reasons,after_funding_best_horizon,after_funding_long_short_spread,after_funding_coverage_rate,bucket_tail_diagnosis,after_funding_bucket_tail_diagnosis,funding_adjusted_edge_flip,valid_redundancy_pair_count,expected_redundancy_pair_count,valid_redundancy_pair_coverage,insufficient_overlap_pair_count,nearest_factor,nearest_abs_spearman_corr,strongest_redundancy_level,novelty_assessment,redundancy_cluster_id,redundancy_cluster_size
wq101_alpha26,WQ101 Alpha26 成交量高价排名相关最大值,WQ101 Alpha26 Ranked Volume-High Corr Max,,NEEDS_REVIEW,24h,REVIEW_REQUIRED,62.46,LOW,60.0,74.6,41.1,83.8,70,30.0,70.0,HIGH,0.908735,0.026428,0.2507,1.0,-0.9509,-0.235195,-0.018868,0.48,NEAR_MONOTONIC,稳定性(84); 预测排名能力(75),组合提取能力(41); 方向可解释性(30),Stability(84); Predictive Ranking(75),Portfolio Extraction(41); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配11小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 11h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,funding_adjusted_edge_flip|ls_not_robust|metadata_needs_review|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|funding-adjusted edge flips,72h,-0.00288488,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,True,184,256,0.7188,72,ma_gap_5_20,0.435534,LOW_REDUNDANCY,LIKELY_DISTINCT,90,1
wq101_alpha27,WQ101 Alpha27 VWAP成交量相关门控,WQ101 Alpha27 VWAP-Volume Corr Gate,,NEEDS_REVIEW,24h,REVIEW_REQUIRED,57.2,LOW,30.0,71.1,51.6,80.7,40,30.0,70.0,HIGH,0.402921,0.024071,0.1532,0.92,-0.026,-0.01068,-0.016354,0.48,NON_MONOTONIC,稳定性(81); 预测排名能力(71),计算完整性(30); 方向可解释性(30),Stability(81); Predictive Ranking(71),Computation Integrity(30); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配7小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 7h bars.",REVIEW_FORMULA_OR_METADATA,HOLD_INSUFFICIENT_EVIDENCE,计算完整性或覆盖率不足，当前证据不够。,Computation integrity or coverage is too weak for current evidence.,ML_HOLD,证据不足，暂不进入机器学习。,Insufficient evidence; keep out of ML for now.,low_coverage|ls_not_robust|mean_median_split|non_monotonic_quantiles|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|after_funding_mean_spread_outlier_dominated|mean_spread_outlier_dominated,72h,-0.00239452,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,MEAN_SPREAD_OUTLIER_DOMINATED,False,184,256,0.7188,72,wq101_alpha16,0.418376,LOW_REDUNDANCY,LIKELY_DISTINCT,91,1
wq101_alpha28,WQ101 Alpha28 均量低价相关缩放,WQ101 Alpha28 ADV-Low Corr Scale,,NEEDS_REVIEW,24h,REVIEW_REQUIRED,53.95,MEDIUM,90.0,53.3,65.1,50.7,40,30.0,40.0,LOW,0.99533,-0.015551,-0.1401,0.04,0.9554,0.15534,-0.004441,0.64,NON_MONOTONIC,计算完整性(90); 组合提取能力(65),新颖性与冗余度(40); 方向可解释性(30),Computation Integrity(90); Portfolio Extraction(65),Redundancy / Novelty(40); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; 冗余数据不完整，无法充分评估新颖性; QA: 源自WQ101论文的Alpha公式，适配24小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; Redundancy data incomplete; novelty not fully assessed; QA: Alpha formula from WQ101 paper, adapted for 24h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|ls_not_robust|metadata_needs_review|non_monotonic_quantiles|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,0.00126229,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,False,48,256,0.1875,208,wq101_alpha31,0.247239,LOW_REDUNDANCY,INSUFFICIENT_OVERLAP,92,1
wq101_alpha29,WQ101 Alpha29 嵌套收盘变化排名,WQ101 Alpha29 Nested Close Delta Rank,,NEEDS_REVIEW,4h,REVIEW_REQUIRED,54.36,LOW,90.0,42.5,44.9,78.3,40,30.0,70.0,HIGH,0.999108,0.011685,0.0994,0.88,-0.5317,-0.164688,-0.003734,0.44,NON_MONOTONIC,计算完整性(90); 稳定性(78),分位形状(40); 方向可解释性(30),Computation Integrity(90); Stability(78),Quantile Shape(40); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配11小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 11h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,ls_not_robust|metadata_needs_review|non_monotonic_quantiles|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.0030752,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,wq101_alpha73,0.278708,LOW_REDUNDANCY,LIKELY_DISTINCT,93,1
wq101_alpha3,WQ101 Alpha3 开盘成交量排名相关,WQ101 Alpha3 Open-Volume Rank Corr,,NEEDS_REVIEW,24h,REVIEW_REQUIRED,55.11,LOW,30.0,50.2,53.8,78.6,70,30.0,70.0,HIGH,0.791757,0.010163,0.1103,0.8,0.0043,0.000548,-0.005802,0.56,NEAR_MONOTONIC,稳定性(79); 分位形状(70),计算完整性(30); 方向可解释性(30),Stability(79); Quantile Shape(70),Computation Integrity(30); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配10小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 10h bars.",REVIEW_FORMULA_OR_METADATA,HOLD_INSUFFICIENT_EVIDENCE,计算完整性或覆盖率不足，当前证据不够。,Computation integrity or coverage is too weak for current evidence.,ML_HOLD,证据不足，暂不进入机器学习。,Insufficient evidence; keep out of ML for now.,funding_adjusted_edge_flip|funding_adjusted_edge_nonpositive|low_coverage|ls_not_robust|mean_median_split,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|after_funding_mean_spread_outlier_dominated|funding-adjusted edge flips|mean_spread_outlier_dominated,72h,-0.00061346,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,MEAN_SPREAD_OUTLIER_DOMINATED,True,184,256,0.7188,72,wq101_alpha27,0.407009,LOW_REDUNDANCY,LIKELY_DISTINCT,94,1
wq101_alpha30,WQ101 Alpha30 价格符号成交量比,WQ101 Alpha30 Delta-Sign Volume Ratio,,NEEDS_REVIEW,1h,REVIEW_REQUIRED,67.38,LOW,90.0,57.7,71.4,84.4,70,30.0,70.0,HIGH,0.995785,0.015163,0.1367,0.88,1.1085,0.534448,-0.000699,0.64,NEAR_MONOTONIC,计算完整性(90); 稳定性(84),预测排名能力(58); 方向可解释性(30),Computation Integrity(90); Stability(84),Predictive Ranking(58); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配20小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 20h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|funding_adjusted_edge_nonpositive|ls_not_robust|metadata_needs_review,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00168163,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,qvol_ma_ratio_5_20,0.466966,LOW_REDUNDANCY,LIKELY_DISTINCT,95,1
wq101_alpha31,WQ101 Alpha31 衰减价格变化均量低价排名,WQ101 Alpha31 Decayed Delta ADV-Low Rank,,NEEDS_REVIEW,72h,REVIEW_REQUIRED,48.99,MEDIUM,90.0,47.4,38.5,43.0,70,30.0,40.0,LOW,0.994884,-0.011574,-0.1097,0.08,-1.1269,-0.124662,-0.033882,0.36,NEAR_MONOTONIC,计算完整性(90); 分位形状(70),组合提取能力(39); 方向可解释性(30),Computation Integrity(90); Quantile Shape(70),Portfolio Extraction(39); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; 冗余数据不完整，无法充分评估新颖性; QA: 源自WQ101论文的Alpha公式，适配31小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; Redundancy data incomplete; novelty not fully assessed; QA: Alpha formula from WQ101 paper, adapted for 31h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,ls_not_robust|metadata_needs_review,CONDITIONAL_DIRECTION_REVIEW,,72h,-0.00092799,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,48,256,0.1875,208,rsi_28h,0.468112,LOW_REDUNDANCY,INSUFFICIENT_OVERLAP,96,1
wq101_alpha32,WQ101 Alpha32 均值回归VWAP相关,WQ101 Alpha32 Mean Reversion VWAP Corr,,NEEDS_REVIEW,4h,REVIEW_REQUIRED,48.69,LOW,90.0,0.0,60.7,70.4,70,30.0,70.0,HIGH,0.978291,0.001463,0.0115,0.56,0.4731,0.168367,-0.001512,0.6,NEAR_MONOTONIC,计算完整性(90); 稳定性(70),方向可解释性(30); 预测排名能力(0),Computation Integrity(90); Stability(70),Direction Interpretability(30); Predictive Ranking(0),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配235小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 235h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,funding_adjusted_edge_flip|ls_not_robust|metadata_needs_review|rankic_not_robust,CONDITIONAL_DIRECTION_REVIEW,funding-adjusted edge flips,24h,0.00029219,1.0,MIXED_OR_WEAK,MIXED_OR_WEAK,True,184,256,0.7188,72,q158_wvma_20h,0.142489,LOW_REDUNDANCY,LIKELY_DISTINCT,97,1
wq101_alpha33,WQ101 Alpha33 K线内收益排名,WQ101 Alpha33 Intrabar Return Rank,,NEEDS_REVIEW,1h,REVIEW_REQUIRED,71.55,LOW,90.0,82.8,81.4,90.4,70,30.0,20.0,HIGH,1.0,0.036555,0.2303,1.0,1.4823,1.041214,-0.000719,0.68,NEAR_MONOTONIC,稳定性(90); 计算完整性(90),方向可解释性(30); 新颖性与冗余度(20),Stability(90); Computation Integrity(90),Direction Interpretability(30); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配1小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 1h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|funding_adjusted_edge_nonpositive|high_redundancy|metadata_needs_review,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00140303,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,xs_rank_ret_1h,0.999227,NEAR_DUPLICATE,HIGHLY_REDUNDANT,98,3
wq101_alpha34,WQ101 Alpha34 波动比与价格变化排名,WQ101 Alpha34 Vol Ratio / Delta Rank,,NEEDS_REVIEW,1h,REVIEW_REQUIRED,66.33,LOW,90.0,57.9,72.5,89.2,70,30.0,50.0,HIGH,0.996891,0.015234,0.1374,1.0,1.2309,0.537163,-0.000592,0.64,NEAR_MONOTONIC,计算完整性(90); 稳定性(89),新颖性与冗余度(50); 方向可解释性(30),Computation Integrity(90); Stability(89),Redundancy / Novelty(50); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配6小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 6h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|funding_adjusted_edge_nonpositive|ls_not_robust|metadata_needs_review,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00085812,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,wq101_alpha25,0.628081,MODERATE_REDUNDANCY,NEEDS_REVIEW,99,1
wq101_alpha35,WQ101 Alpha35 成交量价格时序排名,WQ101 Alpha35 Volume / Price TS Rank,,NEEDS_REVIEW,1h,REVIEW_REQUIRED,66.41,MEDIUM,90.0,74.1,59.3,86.8,70,30.0,40.0,LOW,0.997404,0.026088,0.2149,1.0,0.3869,0.178529,-0.000952,0.56,NEAR_MONOTONIC,计算完整性(90); 稳定性(87),新颖性与冗余度(40); 方向可解释性(30),Computation Integrity(90); Stability(87),Redundancy / Novelty(40); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; 冗余数据不完整，无法充分评估新颖性; QA: 源自WQ101论文的Alpha公式，适配33小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; Redundancy data incomplete; novelty not fully assessed; QA: Alpha formula from WQ101 paper, adapted for 33h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,funding_adjusted_edge_nonpositive|ls_not_robust|metadata_needs_review,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00217892,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,48,256,0.1875,208,q158_resi_30h,0.54533,LOW_REDUNDANCY,INSUFFICIENT_OVERLAP,100,1
wq101_alpha36,WQ101 Alpha36 加权K线成交量混合,WQ101 Alpha36 Weighted Candle Volume Blend,,NEEDS_REVIEW,24h,REVIEW_REQUIRED,55.61,MEDIUM,90.0,61.8,42.1,78.3,40,30.0,40.0,LOW,0.981131,0.017858,0.1685,0.92,-0.7441,-0.174499,-0.01616,0.4,NON_MONOTONIC,计算完整性(90); 稳定性(78),新颖性与冗余度(40); 方向可解释性(30),Computation Integrity(90); Stability(78),Redundancy / Novelty(40); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; 冗余数据不完整，无法充分评估新颖性; QA: 源自WQ101论文的Alpha公式，适配200小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; Redundancy data incomplete; novelty not fully assessed; QA: Alpha formula from WQ101 paper, adapted for 200h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|funding_adjusted_edge_flip|ls_not_robust|metadata_needs_review|non_monotonic_quantiles|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|funding-adjusted edge flips,24h,-0.00035626,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,True,22,256,0.0859,234,mom_120h,0.13639,LOW_REDUNDANCY,INSUFFICIENT_OVERLAP,101,1
wq101_alpha37,WQ101 Alpha37 开收差相关排名,WQ101 Alpha37 Open-Close Corr Rank,,NEEDS_REVIEW,1h,REVIEW_REQUIRED,60.34,MEDIUM,90.0,56.2,65.8,87.6,40,30.0,40.0,LOW,0.981266,0.014132,0.1218,0.96,0.7672,0.31317,-0.001037,0.64,NON_MONOTONIC,计算完整性(90); 稳定性(88),新颖性与冗余度(40); 方向可解释性(30),Computation Integrity(90); Stability(88),Redundancy / Novelty(40); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; 冗余数据不完整，无法充分评估新颖性; QA: 源自WQ101论文的Alpha公式，适配201小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; Redundancy data incomplete; novelty not fully assessed; QA: Alpha formula from WQ101 paper, adapted for 201h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,funding_adjusted_edge_nonpositive|ls_not_robust|metadata_needs_review|non_monotonic_quantiles,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00225002,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,22,256,0.0859,234,wq101_alpha86,0.257755,LOW_REDUNDANCY,INSUFFICIENT_OVERLAP,102,1
wq101_alpha38,WQ101 Alpha38 时序排名与收开比排名,WQ101 Alpha38 TS Rank / Close-Open Rank,,NEEDS_REVIEW,1h,REVIEW_REQUIRED,68.82,LOW,90.0,82.3,72.0,85.6,70,30.0,20.0,HIGH,0.99927,0.035402,0.239,1.0,1.1244,0.747754,-0.001041,0.52,NEAR_MONOTONIC,计算完整性(90); 稳定性(86),方向可解释性(30); 新颖性与冗余度(20),Computation Integrity(90); Stability(86),Direction Interpretability(30); Redundancy / Novelty(20),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配10小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 10h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,cost_collapsed|funding_adjusted_edge_nonpositive|high_redundancy|ls_not_robust|metadata_needs_review,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00142144,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,xs_rank_ret_1h,0.908387,HIGH_REDUNDANCY,HIGHLY_REDUNDANT,98,3
wq101_alpha39,WQ101 Alpha39 相对成交量收益排名,WQ101 Alpha39 Relative Volume Return Rank,,NEEDS_REVIEW,4h,REVIEW_REQUIRED,55.82,MEDIUM,90.0,62.7,41.5,79.0,40,30.0,40.0,LOW,0.977047,0.018444,0.1495,0.96,-0.6091,-0.256055,-0.005481,0.36,NON_MONOTONIC,计算完整性(90); 稳定性(79),新颖性与冗余度(40); 方向可解释性(30),Computation Integrity(90); Stability(79),Redundancy / Novelty(40); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; 冗余数据不完整，无法充分评估新颖性; QA: 源自WQ101论文的Alpha公式，适配251小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; Redundancy data incomplete; novelty not fully assessed; QA: Alpha formula from WQ101 paper, adapted for 251h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,funding_adjusted_edge_flip|ls_not_robust|metadata_needs_review|non_monotonic_quantiles|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|funding-adjusted edge flips,72h,-0.00316327,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,True,48,256,0.1875,208,wq101_alpha19,0.435843,LOW_REDUNDANCY,INSUFFICIENT_OVERLAP,103,1
wq101_alpha4,WQ101 Alpha4 最低价排名时序排名,WQ101 Alpha4 Low Rank Time Rank,,NEEDS_REVIEW,4h,REVIEW_REQUIRED,54.9,LOW,90.0,51.6,24.7,73.8,70,30.0,70.0,HIGH,0.999351,0.011069,0.1134,0.92,-2.2397,-0.576912,-0.006746,0.24,NEAR_MONOTONIC,计算完整性(90); 稳定性(74),方向可解释性(30); 组合提取能力(25),Computation Integrity(90); Stability(74),Direction Interpretability(30); Portfolio Extraction(25),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配9小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 9h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,metadata_needs_review|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00238581,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,q158_ma_10h,0.250078,LOW_REDUNDANCY,LIKELY_DISTINCT,104,1
wq101_alpha40,WQ101 Alpha40 高价波动相关,WQ101 Alpha40 High Volatility Corr,,NEEDS_REVIEW,24h,REVIEW_REQUIRED,61.44,LOW,90.0,73.1,38.5,76.4,70,30.0,50.0,HIGH,0.996584,0.02542,0.2202,0.88,-0.9477,-0.303899,-0.026619,0.4,NEAR_MONOTONIC,计算完整性(90); 稳定性(76),组合提取能力(39); 方向可解释性(30),Computation Integrity(90); Stability(76),Portfolio Extraction(39); Direction Interpretability(30),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配10小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 10h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,ls_not_robust|metadata_needs_review|rankic_ls_direction_conflict,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict,72h,-0.00347433,1.0,ROBUST_SPREAD_NEGATIVE,ROBUST_SPREAD_NEGATIVE,False,184,256,0.7188,72,wq101_alpha6,0.690047,MODERATE_REDUNDANCY,NEEDS_REVIEW,105,1
wq101_alpha41,WQ101 Alpha41 区间VWAP差,WQ101 Alpha41 Range VWAP Gap,,NEEDS_REVIEW,1h,REVIEW_REQUIRED,52.5,LOW,90.0,14.0,58.0,76.0,70,30.0,70.0,HIGH,0.997272,0.003494,0.0351,0.76,0.3378,0.170557,-0.000763,0.52,NEAR_MONOTONIC,计算完整性(90); 稳定性(76),方向可解释性(30); 预测排名能力(14),Computation Integrity(90); Stability(76),Direction Interpretability(30); Predictive Ranking(14),元数据质量: NEEDS_REVIEW; 需人工审查公式或元数据; QA: 源自WQ101论文的Alpha公式，适配1小时K线。,"Metadata quality: NEEDS_REVIEW; Formula or metadata needs human review; QA: Alpha formula from WQ101 paper, adapted for 1h bars.",REVIEW_FORMULA_OR_METADATA,REVIEW_METADATA_ONLY,主要是批量接入后的元数据/解释待补齐，不等于因子失效。,Mainly metadata/explanation cleanup after bulk intake; not evidence that the factor failed.,ML_READY_WITH_CAUTION,可作为候选特征进入机器学习，但带元数据风险标记。,Eligible as an ML candidate feature with a metadata risk flag.,funding_adjusted_edge_nonpositive|ls_not_robust|mean_median_split|metadata_needs_review,CONDITIONAL_DIRECTION_REVIEW,RankIC/spread direction conflict|after_funding_mean_spread_outlier_dominated|mean_spread_outlier_dominated,72h,-0.00054266,1.0,MEAN_SPREAD_OUTLIER_DOMINATED,MEAN_SPREAD_OUTLIER_DOMINATED,False,184,256,0.7188,72,wq101_alpha101,0.362119,LOW_REDUNDANCY,LIKELY_DISTINCT,106,1
