factor_id,cluster_id,cluster_size,family,quality_score,scorecard_class,redundancy_score_to_representative,nearest_redundant_factor,novelty_score,member_role,interpretation_notes_zh,interpretation_notes_en,paper_net_return_10bps,cost_sensitivity_class,regime_dependency_class,capacity_liquidity_class,quantile_shape_class,stability_class,decile_shape_class
wq101_alpha30,24,1,,67.38,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.534448,COST_COLLAPSED,BULL_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,DECILE_MONOTONIC_WEAK
wq101_alpha35,25,1,,66.41,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.178529,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
wq101_alpha34,26,1,,66.33,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.537163,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,NONLINEAR_MIXED
q158_high_close_0h,27,1,,65.97,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.50275,COST_COLLAPSED,BULL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
q158_low_close_0h,28,1,,65.85,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.498642,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,NONLINEAR_MIXED
q158_std_10h,29,1,,65.42,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.609365,COST_COLLAPSED,VOL_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,UNSTABLE_SIGN_FLIP,DECILE_MONOTONIC_WEAK
ma_gap_20_80,30,3,trend_ma,65.25,PROMISING_BUT_INCONSISTENT,0.0,rev_72h,0.12668,CLUSTER_REPRESENTATIVE,该簇的质量最高因子，作为簇代表,Highest quality factor in cluster — serves as cluster representative,0.437153,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
mom_72h,30,3,momentum,64.81,PROMISING_BUT_INCONSISTENT,0.87332,rev_72h,0.0,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 ma_gap_20_80 相关性 0.87，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.87 with representative ma_gap_20_80 — moderate overlap; requires marginal-information review before combination,0.434434,COST_COLLAPSED,VOL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
rev_72h,30,3,reversal,64.33,PROMISING_BUT_INCONSISTENT,0.87332,mom_72h,0.0,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 ma_gap_20_80 相关性 0.87，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.87 with representative ma_gap_20_80 — moderate overlap; requires marginal-information review before combination,-0.418918,INSUFFICIENT_DATA,DRAWDOWN_FRAGILE,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
wq101_alpha44,31,1,,64.63,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.197604,INSUFFICIENT_DATA,BEAR_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,DECILE_MONOTONIC_WEAK
tech_atr,32,1,technical,64.5,PROMISING_BUT_INCONSISTENT,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.193687,COST_COLLAPSED,BEAR_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
q158_min_60h,33,1,,64.13,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.857316,INSUFFICIENT_DATA,DRAWDOWN_FRAGILE,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,DECILE_MONOTONIC_WEAK
wq101_alpha46,34,1,,63.77,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.06132,INSUFFICIENT_DATA,VOL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
q158_ma_60h,35,3,,59.84,REVIEW_REQUIRED,0.874654,breakout_dist_48h,0.125346,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 breakout_dist_48h 相关性 0.87，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.87 with representative breakout_dist_48h — moderate overlap; requires marginal-information review before combination,-0.484092,INSUFFICIENT_DATA,VOL_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,NONLINEAR_MIXED
breakout_dist_48h,35,3,breakout,63.03,PROMISING_BUT_INCONSISTENT,0.0,q158_ma_60h,0.125346,CLUSTER_REPRESENTATIVE,该簇的质量最高因子，作为簇代表,Highest quality factor in cluster — serves as cluster representative,0.562567,COST_COLLAPSED,BEAR_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
price_pos_120h,35,3,price_position,61.24,PROMISING_BUT_INCONSISTENT,0.5,q158_ma_60h,0.192024,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 breakout_dist_48h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative breakout_dist_48h — moderate overlap; requires marginal-information review before combination,0.780209,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_WEAK,BOTH_TAILS_U_SHAPED
q158_std_20h,36,1,,62.21,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.574864,COST_COLLAPSED,BULL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,UNSTABLE_SIGN_FLIP,NONLINEAR_MIXED
wq101_alpha6,37,1,,62.03,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.223146,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,NONLINEAR_MIXED
xs_rank_vol,38,1,cross_sectional_normalized,61.93,PROMISING_BUT_INCONSISTENT,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.277245,INSUFFICIENT_DATA,BULL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
mom_accel_20h,39,1,momentum,61.86,PROMISING_BUT_INCONSISTENT,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.326091,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
q158_std_60h,40,1,,61.79,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.519901,MODERATELY_COST_SENSITIVE,BULL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,UNSTABLE_SIGN_FLIP,NONLINEAR_MIXED
wq101_alpha55,41,1,,61.65,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.011567,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
wq101_alpha40,42,1,,61.44,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.303899,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,NONLINEAR_MIXED
q158_max_60h,43,1,,60.92,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.146006,INSUFFICIENT_DATA,DRAWDOWN_FRAGILE,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
clv_20h,44,1,,60.81,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.252434,INSUFFICIENT_DATA,BEAR_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
realized_skew_20h,45,1,realized_shape,60.76,PROMISING_BUT_INCONSISTENT,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.087939,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
wq101_alpha37,46,1,,60.34,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.31317,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,MIXED_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
q158_kup_open,47,3,,60.27,REVIEW_REQUIRED,0.0,candle_wick_upper,0.189868,CLUSTER_REPRESENTATIVE,该簇的质量最高因子，作为簇代表,Highest quality factor in cluster — serves as cluster representative,-0.564205,COST_COLLAPSED,BULL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,UNSTABLE_SIGN_FLIP,NONLINEAR_MIXED
q158_kup_range,47,3,,42.89,REVIEW_REQUIRED,0.809985,candle_wick_upper,5.7e-05,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 q158_kup_open 相关性 0.81，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.81 with representative q158_kup_open — moderate overlap; requires marginal-information review before combination,-1.387146,COST_COLLAPSED,VOL_DEPENDENT,WATCH_LIQUIDITY,EXCELLENT_MONOTONIC,STABLE_POSITIVE,DECILE_MONOTONIC_WEAK
candle_wick_upper,47,3,intraday_candle,49.89,PROMISING_BUT_INCONSISTENT,0.810132,q158_kup_range,5.7e-05,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 q158_kup_open 相关性 0.81，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.81 with representative q158_kup_open — moderate overlap; requires marginal-information review before combination,-1.386358,COST_COLLAPSED,VOL_DEPENDENT,WATCH_LIQUIDITY,EXCELLENT_MONOTONIC,STABLE_POSITIVE,DECILE_MONOTONIC_WEAK
vol_zscore_48h,48,2,volume_liquidity,55.89,PROMISING_BUT_INCONSISTENT,0.997433,qvol_zscore_48h,0.002567,REDUNDANT_HIGH_QUALITY_ALTERNATIVE,与代表因子 qvol_zscore_48h 相关性 1.00，信息冗余度高，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 1.00 with representative qvol_zscore_48h — high overlap; requires marginal-information review before combination,0.390543,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
qvol_zscore_48h,48,2,quote_volume_liquidity,59.61,PROMISING_BUT_INCONSISTENT,0.0,vol_zscore_48h,0.002567,CLUSTER_REPRESENTATIVE,该簇的质量最高因子，作为簇代表,Highest quality factor in cluster — serves as cluster representative,0.45771,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_WEAK,NONLINEAR_MIXED
wq101_alpha50,49,1,,59.45,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.21956,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,NONLINEAR_MIXED
tech_macd,50,1,technical,59.37,PROMISING_BUT_INCONSISTENT,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.263698,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
wq101_alpha21,51,1,,58.6,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.232315,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
wq101_alpha42,52,1,,58.49,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.073841,COST_COLLAPSED,BULL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
amihud_illiquidity_20h,53,1,liquidity,58.19,PROMISING_BUT_INCONSISTENT,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.963381,MODERATELY_COST_SENSITIVE,REGIME_ROBUST,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_WEAK,NONLINEAR_MIXED
q158_high_close_1h,54,1,,58.14,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.10151,COST_COLLAPSED,BULL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
q158_resi_30h,55,1,,57.89,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.157154,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_WEAK,NONLINEAR_MIXED
wq101_alpha24,56,1,,57.8,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.185512,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
wq101_alpha23,57,1,,57.35,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.211094,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
wq101_alpha43,58,1,,56.94,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.132539,COST_COLLAPSED,BEAR_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,NONLINEAR_MIXED
q158_resi_20h,59,1,,56.92,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.409705,INSUFFICIENT_DATA,BEAR_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_WEAK,NONLINEAR_MIXED
funding_rate_level_20h,60,1,funding_rate,56.74,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-1.49063,MODERATELY_COST_SENSITIVE,BULL_DEPENDENT,WATCH_LIQUIDITY,EXCELLENT_MONOTONIC,STABLE_POSITIVE,DECILE_MONOTONIC_WEAK
q158_vma_20h,61,5,,46.55,REVIEW_REQUIRED,0.9424,range_breakout_vol_confirm_20h,0.023894,REDUNDANT_HIGH_QUALITY_ALTERNATIVE,与代表因子 qvol_zscore_20h 相关性 0.94，信息冗余度高，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.94 with representative qvol_zscore_20h — high overlap; requires marginal-information review before combination,-0.561078,INSUFFICIENT_DATA,VOL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
q158_vstd_20h,61,5,,47.72,REVIEW_REQUIRED,0.5,q158_vma_20h,0.127426,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 qvol_zscore_20h 相关性 0.50，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.50 with representative qvol_zscore_20h — moderate overlap; requires marginal-information review before combination,-0.380009,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
vol_zscore_20h,61,5,volume_liquidity,55.03,PROMISING_BUT_INCONSISTENT,0.998738,range_breakout_vol_confirm_20h,0.000811,REDUNDANT_HIGH_QUALITY_ALTERNATIVE,与代表因子 qvol_zscore_20h 相关性 1.00，信息冗余度高，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 1.00 with representative qvol_zscore_20h — high overlap; requires marginal-information review before combination,0.339056,COST_COLLAPSED,BEAR_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
qvol_zscore_20h,61,5,quote_volume_liquidity,55.87,PROMISING_BUT_INCONSISTENT,0.0,vol_zscore_20h,0.001262,CLUSTER_REPRESENTATIVE,该簇的质量最高因子，作为簇代表,Highest quality factor in cluster — serves as cluster representative,0.370241,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
range_breakout_vol_confirm_20h,61,5,breakout,52.55,REVIEW_REQUIRED,0.998508,vol_zscore_20h,0.000811,REDUNDANT_HIGH_QUALITY_ALTERNATIVE,与代表因子 qvol_zscore_20h 相关性 1.00，信息冗余度高，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 1.00 with representative qvol_zscore_20h — high overlap; requires marginal-information review before combination,0.0,COST_COLLAPSED,BTC_BETA_SENSITIVE,WATCH_BOTH,NO_CLEAR_SHAPE,INSUFFICIENT_HISTORY,NONLINEAR_MIXED
qvol_ma_ratio_5_20,62,1,quote_volume_liquidity,54.98,PROMISING_BUT_INCONSISTENT,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.619945,COST_COLLAPSED,VOL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
q158_rsqr_30h,63,1,,54.96,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.67855,COST_COLLAPSED,BULL_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_WEAK,BOTH_TAILS_U_SHAPED
vol_ratio_20_80,64,1,volatility,54.95,PROMISING_BUT_INCONSISTENT,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.066116,INSUFFICIENT_DATA,VOL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
wq101_alpha61,65,1,,54.29,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.092091,COST_COLLAPSED,BULL_DEPENDENT,WATCH_LIQUIDITY,MIXED_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
wq101_alpha28,66,1,,53.95,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.15534,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
wq101_alpha65,67,1,,53.85,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.020899,COST_COLLAPSED,BULL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
realized_kurt_20h,68,1,realized_shape,53.61,PROMISING_BUT_INCONSISTENT,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.007296,INSUFFICIENT_DATA,VOL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
wq101_alpha74,69,1,,53.26,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.200465,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,NONLINEAR_MIXED
trend_efficiency_24h,70,1,trend_quality,52.77,PROMISING_BUT_INCONSISTENT,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.30388,COST_COLLAPSED,VOL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
q158_imax_30h,71,1,,52.53,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.405895,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
wq101_alpha41,72,1,,52.5,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.170557,COST_COLLAPSED,BEAR_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_POSITIVE,NONLINEAR_MIXED
q158_cntp_30h,73,3,,52.43,REVIEW_REQUIRED,0.0,q158_cntd_30h,0.04749,CLUSTER_REPRESENTATIVE,该簇的质量最高因子，作为簇代表,Highest quality factor in cluster — serves as cluster representative,0.736563,COST_COLLAPSED,BEAR_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_WEAK,BOTH_TAILS_U_SHAPED
q158_cntn_30h,73,3,,46.11,REVIEW_REQUIRED,0.82405,q158_cntd_30h,0.053089,LOWER_MARGINAL_INFORMATION_MEMBER,与代表因子 q158_cntp_30h 相关性 0.82，信息冗余度中等，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.82 with representative q158_cntp_30h — moderate overlap; requires marginal-information review before combination,0.578072,INSUFFICIENT_DATA,BULL_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,STABLE_WEAK,BOTH_TAILS_U_SHAPED
q158_cntd_30h,73,3,,48.47,REVIEW_REQUIRED,0.95251,q158_cntp_30h,0.04749,REDUNDANT_HIGH_QUALITY_ALTERNATIVE,与代表因子 q158_cntp_30h 相关性 0.95，信息冗余度高，需结合边际信息、稳定性、容量与状态表现进一步评估,Redundancy 0.95 with representative q158_cntp_30h — high overlap; requires marginal-information review before combination,0.640882,COST_COLLAPSED,BEAR_DEPENDENT,WATCH_LIQUIDITY,MIXED_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
volume_pressure_20h,74,1,volume_price,52.26,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.0,COST_COLLAPSED,VOL_DEPENDENT,WATCH_LIQUIDITY,WEAK_MONOTONIC,INSUFFICIENT_HISTORY,NONLINEAR_MIXED
wq101_alpha47,75,1,,52.25,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.120027,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
ksft_5h,76,1,alpha158_ohlcv,52.14,PROMISING_BUT_INCONSISTENT,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.110029,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
wq101_alpha45,77,1,,51.57,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.15906,COST_COLLAPSED,BEAR_DEPENDENT,WATCH_LIQUIDITY,EXCELLENT_MONOTONIC,STABLE_POSITIVE,NONLINEAR_MIXED
qvol_ma_ratio_20_80,78,1,quote_volume_liquidity,51.3,PROMISING_BUT_INCONSISTENT,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.116402,COST_COLLAPSED,BULL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,NONLINEAR_MIXED
wq101_alpha12,79,1,wq101,51.28,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.206626,COST_COLLAPSED,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
wq101_alpha68,80,1,,51.23,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.841135,COST_COLLAPSED,VOL_DEPENDENT,WATCH_BOTH,WEAK_MONOTONIC,STABLE_POSITIVE,NONLINEAR_MIXED
q158_rsqr_20h,81,1,,51.12,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.260037,COST_COLLAPSED,VOL_DEPENDENT,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_WEAK,DECILE_MONOTONIC_WEAK
wq101_alpha75,82,1,,50.86,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,0.045026,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
q158_volume_ratio_1h,83,1,,50.36,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.15987,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_BOTH,WEAK_MONOTONIC,STABLE_POSITIVE,DECILE_MONOTONIC_WEAK
wq101_alpha52,84,1,,49.43,REVIEW_REQUIRED,0.0,,1.0,DISTINCT_SINGLETON,独立因子，提供独特信息,Standalone factor providing unique information,-0.158819,INSUFFICIENT_DATA,REGIME_ROBUST,WATCH_LIQUIDITY,NO_CLEAR_SHAPE,STABLE_POSITIVE,NONLINEAR_MIXED
