factor_id,family,lifecycle_status,name_en,name_zh,family_en,family_zh,formula_en,formula_zh,intuition_en,intuition_zh,required_columns,expected_direction,expected_direction_explanation_en,expected_direction_explanation_zh,known_limitations_en,known_limitations_zh,data_source_type,horizon_notes_en,horizon_notes_zh,status_explanation_en,status_explanation_zh,review_required_flag,metadata_quality,source_fields
q158_wvma_20h,alpha158_rolling_volume,DIAGNOSTIC_PROBE,Q158 Wvma 20H,q158_wvma_20h,Momentum,动量,"Alpha158 WVMA20: Std(abs(close/Ref(close,1)-1)*volume,20)/(Mean(abs(close/Ref(close,1)-1)*volume,20)+eps); volume-weighted absolute-return volatility ratio","Alpha158 WVMA20: Std(abs(close/Ref(close,1)-1)*volume,20)/(Mean(abs(close/Ref(close,1)-1)*volume,20)+eps); volume-weighted absolute-return volatility ratio",Measures price continuation over 21h. Higher values indicate stronger recent upward drift.,衡量21小时内的价格延续性。值越高表示近期向上漂移越强。,"close,volume",negative,Higher momentum suggests mean-reversion expected.,更高的动量值暗示预期均值回归。,"Standard limitations apply: survivorship bias, look-ahead in label computation, no transaction costs.",标准限制适用：幸存者偏差、标签计算中的前视偏差、无交易成本。,MOMENTUM_REVERSAL,Lookback window: 21 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：21根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_vsump_20h,alpha158_rolling_volume,DIAGNOSTIC_PROBE,Q158 Vsump 20H,q158_vsump_20h,Momentum,动量,"Alpha158 VSUMP20: Sum(max(volume-Ref(volume,1),0),20)/(Sum(abs(volume-Ref(volume,1)),20)+eps); positive volume-change share","Alpha158 VSUMP20: Sum(max(volume-Ref(volume,1),0),20)/(Sum(abs(volume-Ref(volume,1)),20)+eps); positive volume-change share",Measures price continuation over 21h. Higher values indicate stronger recent upward drift.,衡量21小时内的价格延续性。值越高表示近期向上漂移越强。,volume,conditional,Direction: conditional.,方向：conditional。,"Standard limitations apply: survivorship bias, look-ahead in label computation, no transaction costs.",标准限制适用：幸存者偏差、标签计算中的前视偏差、无交易成本。,MOMENTUM_REVERSAL,Lookback window: 21 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：21根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_vsumn_20h,alpha158_rolling_volume,DIAGNOSTIC_PROBE,Q158 Vsumn 20H,q158_vsumn_20h,Momentum,动量,"Alpha158 VSUMN20: Sum(max(Ref(volume,1)-volume,0),20)/(Sum(abs(volume-Ref(volume,1)),20)+eps); negative volume-change share","Alpha158 VSUMN20: Sum(max(Ref(volume,1)-volume,0),20)/(Sum(abs(volume-Ref(volume,1)),20)+eps); negative volume-change share",Measures price continuation over 21h. Higher values indicate stronger recent upward drift.,衡量21小时内的价格延续性。值越高表示近期向上漂移越强。,volume,conditional,Direction: conditional.,方向：conditional。,"Standard limitations apply: survivorship bias, look-ahead in label computation, no transaction costs.",标准限制适用：幸存者偏差、标签计算中的前视偏差、无交易成本。,MOMENTUM_REVERSAL,Lookback window: 21 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：21根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
q158_vsumd_20h,alpha158_rolling_volume,DIAGNOSTIC_PROBE,Q158 Vsumd 20H,q158_vsumd_20h,Momentum,动量,"Alpha158 VSUMD20: (Sum(max(volume-Ref(volume,1),0),20)-Sum(max(Ref(volume,1)-volume,0),20))/(Sum(abs(volume-Ref(volume,1)),20)+eps); signed volume-change dominance","Alpha158 VSUMD20: (Sum(max(volume-Ref(volume,1),0),20)-Sum(max(Ref(volume,1)-volume,0),20))/(Sum(abs(volume-Ref(volume,1)),20)+eps); signed volume-change dominance",Measures price continuation over 21h. Higher values indicate stronger recent upward drift.,衡量21小时内的价格延续性。值越高表示近期向上漂移越强。,volume,conditional,Direction: conditional.,方向：conditional。,"Standard limitations apply: survivorship bias, look-ahead in label computation, no transaction costs.",标准限制适用：幸存者偏差、标签计算中的前视偏差、无交易成本。,MOMENTUM_REVERSAL,Lookback window: 21 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：21根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,SOURCE_MAPPED_REVIEW_REQUIRED,canonical_bars
vwap_dev_20h,alpha158_ohlcv,DIAGNOSTIC_PROBE,20h VWAP Deviation,20小时VWAP偏离,Alpha158-OHLCV,Alpha158-OHLCV,(close - VWAP20) / VWAP20,(收盘价 - 20期VWAP) / 20期VWAP,20h VWAP deviation: how far current price is from the 20-hour volume-weighted average price. Positive = price above VWAP.,20小时VWAP偏离：当前价格偏离20小时成交量加权均价的程度。正值=价格高于VWAP。,"close,volume",conditional,"Conditional direction: price above VWAP can mean either bullish continuation or mean-reversion opportunity, depending on regime.",条件方向：价格高于VWAP可能意味着看涨延续或均值回归机会，取决于市场状态。,VWAP deviation conflates trend and mean-reversion signals. Direction regime-dependent.,VWAP偏离混合了趋势和均值回归信号。方向取决于市场状态。,HYBRID,Lookback window: 20 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：20根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
wvma_20h,alpha158_ohlcv,DIAGNOSTIC_PROBE,20h Volume-Weighted Vol,20小时量加权波动,Alpha158-OHLCV,Alpha158-OHLCV,"std(ret*vol,20) / mean(vol,20)",收益*成交量的20期标准差 / 成交量20期均值,"20h volume-weighted volatility: std(ret×vol,20)/mean(vol,20). Weights return volatility by volume — larger moves on high volume count more.","20小时量加权波动率：std(ret×vol,20)/mean(vol,20)。按成交量加权收益波动——高成交量的大波动权重更高。","close,volume",negative,"Negative direction: high volume-weighted volatility penalized in cross-section, similar to standard volatility factor.",负向：高量加权波动率在截面中被惩罚，类似标准波动率因子。,Combines volume and volatility effects. May be redundant with pure volatility factors.,混合了成交量和波动率效应。可能与纯波动率因子冗余。,HYBRID,Lookback window: 21 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：21根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
vol_ret_corr_20h,alpha158_ohlcv,DIAGNOSTIC_PROBE,20h Vol-Return Correlation,20小时量价相关,Alpha158-OHLCV,Alpha158-OHLCV,"corr(ret, delta(vol,1), 20)",收益与成交量变化的20期相关系数,"20h volume-return correlation: corr(hourly return, volume change, 20). Positive = volume rises with price (attention/confirmation). Negative = volume rises on drops (panic).","20小时量价相关：corr(小时收益, 成交量变化, 20)。正值=量价齐升（关注/确认）。负值=下跌放量（恐慌）。","close,volume",conditional,Conditional direction: positive correlation suggests confirmation (bullish); negative suggests panic selling (bearish). But regime matters.,条件方向：正相关暗示确认（看涨）；负相关暗示恐慌抛售（看跌）。但市场状态很重要。,Correlation is noisy and non-stationary. Direction regime-dependent.,相关性噪音大且非平稳。方向取决于市场状态。,HYBRID,Lookback window: 21 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：21根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
intraday_ret,alpha158_ohlcv,DIAGNOSTIC_PROBE,Intraday Return,日内收益,Alpha158-OHLCV,Alpha158-OHLCV,(close - open) / open,(收盘 - 开盘) / 开盘,Intraday return: (close-open)/open. Simple open-to-close return for the current bar.,日内收益：(收盘-开盘)/开盘。当前K线的开盘到收盘收益。,"close,open",conditional,"Conditional direction: strong intraday return may predict continuation (momentum) or reversal, depending on context.",条件方向：强日内收益可能预测延续（动量）或反转，取决于上下文。,Single-bar metric. Open prices can be noisy on crypto exchanges. Direction requires diagnostics.,单根K线指标。加密交易所的开盘价可能有噪音。方向需诊断。,HYBRID,Lookback window: 1 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：1根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
klow_close,alpha158_ohlcv,DIAGNOSTIC_PROBE,Lower Wick / Close,下影线/收盘价,Alpha158-OHLCV,Alpha158-OHLCV,"(min(open,close) - low) / close","(min(开盘,收盘) - 最低) / 收盘","Lower wick / close: (min(open,close)-low)/close. Measures the lower shadow as a fraction of price. Longer lower wick = buying pressure.","下影线/收盘价：(min(开盘,收盘)-最低)/收盘。衡量下影线占价格的比例。下影线越长=买压越强。","close,low,open",positive,"Positive direction: longer lower wick suggests buyers defended lower prices, expecting upward continuation.",正向：更长的下影线暗示买方在低价位防守，预期向上延续。,Single-candle pattern; low reliability in isolation. Works better as part of multi-factor ensemble.,单K线形态；单独使用可靠性低。作为多因子集成的一部分效果更好。,HYBRID,Lookback window: 1 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：1根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
ksft_5h,alpha158_ohlcv,DIAGNOSTIC_PROBE,5h Return Skewness,5小时收益偏度,Alpha158-OHLCV,Alpha158-OHLCV,"skewness(ret, 5)",5期收益偏度,5-hour return skewness: measures asymmetry of hourly returns over 5 bars. Positive skew = occasional large up moves.,5小时收益偏度：衡量5根K线小时收益的不对称性。正偏度=偶发大涨。,close,conditional,"Conditional direction: positive skew may be preferred (lottery-like) or penalized (unreliable), depending on model.",条件方向：正偏度可能被偏好（类似彩票）或被惩罚（不可靠），取决于模型。,Very short window (5 bars) makes skewness estimate unstable. Direction requires diagnostics.,极短窗口（5根K线）使偏度估计不稳定。方向需诊断。,HYBRID,Lookback window: 6 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：6根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
tech_macd,technical,DIAGNOSTIC_PROBE,MACD Histogram,MACD柱状图,Technical,技术指标,MACD histogram (EMA12 - EMA26 signal),MACD柱状图 (EMA12 - EMA26信号),MACD histogram: difference between EMA12 and EMA26 signal line. Classic trend-following indicator.,MACD柱状图：EMA12与EMA26信号线的差值。经典趋势跟踪指标。,close,positive,Positive direction: positive MACD histogram suggests bullish momentum.,正向：正MACD柱状图暗示看涨动量。,MACD is a lagging indicator. Generates false signals in ranging markets. Lookback=26.,MACD是滞后指标。横盘市场产生假信号。回溯=26。,TECHNICAL,Lookback window: 26 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：26根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
tech_atr,technical,DIAGNOSTIC_PROBE,14h ATR,14小时ATR,Technical,技术指标,ATR(14),ATR(14),"14-bar ATR (Average True Range): measures average bar range over 14 bars. Pure volatility measure, no direction.",14根K线ATR（平均真实波幅）：衡量14根K线的平均区间。纯波动率指标，无方向性。,"close,high,low",conditional,"Conditional direction: ATR measures volatility magnitude, not direction. High ATR can accompany both rallies and crashes.",条件方向：ATR衡量波动幅度，不衡量方向。高ATR可能伴随上涨或暴跌。,ATR is direction-neutral. Requires combination with directional factors. Lookback=15 for true_range computation.,ATR方向中性。需与方向性因子组合使用。回溯=15用于true_range计算。,TECHNICAL,Lookback window: 15 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：15根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
mom_5h,momentum,DIAGNOSTIC_PROBE,5h Momentum,5小时动量,Momentum,动量,close / close_lag(5) - 1,收盘价 / 5期前收盘价 - 1,5-hour price momentum: short-term trend continuation signal. Captures faster-moving price drift.,5小时价格动量：短期趋势延续信号。捕捉更快的价格漂移。,close,positive,"Positive direction: short-term momentum persistence, though more noise-sensitive than longer windows.",正向：短期动量持续性，但比长窗口更容易受噪音影响。,Short lookback increases noise. May generate false signals in sideways markets. No transaction cost adjustment.,短回溯窗口增加噪音。横盘市场可能产生假信号。未做交易成本调整。,MOMENTUM_REVERSAL,Lookback window: 5 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：5根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
mom_10h,momentum,DIAGNOSTIC_PROBE,10h Momentum,10小时动量,Momentum,动量,close / close_lag(10) - 1,收盘价 / 10期前收盘价 - 1,10-hour price momentum: bridges very short-term and medium-term trend signals.,10小时价格动量：连接超短期和中期趋势信号。,close,positive,Positive direction: intermediate-term momentum persistence.,正向：中期动量持续性。,Moderate noise level. Performance varies across market regimes. No transaction cost adjustment.,中等噪音水平。不同市场状态下表现差异大。未做交易成本调整。,MOMENTUM_REVERSAL,Lookback window: 10 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：10根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
mom_40h,momentum,DIAGNOSTIC_PROBE,40h Momentum,40小时动量,Momentum,动量,close / close_lag(40) - 1,收盘价 / 40期前收盘价 - 1,40-hour price momentum: longer-term trend signal. Slower to react but more stable.,40小时价格动量：较长期趋势信号。反应较慢但更稳定。,close,positive,"Positive direction: long-term momentum persistence, but may lag regime changes.",正向：长期动量持续性，但可能滞后于状态变化。,Slow to react to reversals. May give back gains before signal flips. No transaction cost adjustment.,对反转反应慢。信号翻转前可能回吐收益。未做交易成本调整。,MOMENTUM_REVERSAL,Lookback window: 40 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：40根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
rev_3h,reversal,DIAGNOSTIC_PROBE,3h Reversal,3小时反转,Reversal,反转,-(close / close_lag(3) - 1),-(收盘价 / 3期前收盘价 - 1),3-hour reversal: short-term mean-reversion after 3h price moves.,3小时反转：3小时价格变动后的短期均值回归。,close,positive,"Positive direction: formula pre-inverted. Higher value = larger 3h drop, expecting bounce.",正向：公式已预取反。值越大=3小时跌幅越大，预期反弹。,Moderate noise. Reversal effect may be crowded in popular pairs. No transaction cost.,中等噪音。反转效应在热门交易对中可能拥挤。无交易成本。,MOMENTUM_REVERSAL,Lookback window: 3 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：3根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
rev_10h,reversal,DIAGNOSTIC_PROBE,10h Reversal,10小时反转,Reversal,反转,-(close / close_lag(10) - 1),-(收盘价 / 10期前收盘价 - 1),10-hour reversal: medium-term mean-reversion signal.,10小时反转：中期均值回归信号。,close,positive,"Positive direction: formula pre-inverted. Higher value = larger 10h drop, expecting bounce.",正向：公式已预取反。值越大=10小时跌幅越大，预期反弹。,"In trending markets, reversal signals can be wrong for extended periods. No transaction cost.",趋势市中反转信号可能长期错误。无交易成本。,MOMENTUM_REVERSAL,Lookback window: 10 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：10根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
rev_24h,reversal,DIAGNOSTIC_PROBE,24h Reversal,24小时反转,Reversal,反转,-(close / close_lag(24) - 1),-(收盘价 / 24期前收盘价 - 1),24-hour (1-day) reversal: captures daily mean-reversion. Strongest reversal signal in the library.,24小时（1天）反转：捕捉日内均值回归。因子库中最强的反转信号。,close,positive,"Positive direction: formula pre-inverted. Higher value = larger daily drop, expecting bounce.",正向：公式已预取反。值越大=日跌幅越大，预期反弹。,24h reversal is well-documented in crypto but can break down in regime shifts. No transaction cost.,24小时反转在加密市场中有充分文献支持，但在状态切换时可能失效。无交易成本。,MOMENTUM_REVERSAL,Lookback window: 24 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：24根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
vol_5h,volatility,DIAGNOSTIC_PROBE,5h Volatility,5小时波动率,Volatility,波动率,"std(ret_1h, 5)",1小时收益的5期标准差,5-hour realized volatility: short-window volatility. More responsive to recent market conditions but noisier.,5小时已实现波动率：短窗口波动率。对近期市场状态更敏感但噪音更大。,close,negative,Negative direction: short-window high volatility penalized in cross-section.,负向：短窗口高波动率在截面中被惩罚。,Very noisy at short window. Lookback=6 because pct_change needs t-1.,短窗口噪音大。lookback=6因为pct_change需要t-1。,VOLATILITY,Lookback window: 6 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：6根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
vol_40h,volatility,DIAGNOSTIC_PROBE,40h Volatility,40小时波动率,Volatility,波动率,"std(ret_1h, 40)",1小时收益的40期标准差,"40-hour realized volatility: longer-window volatility measure. More stable, slower to react.",40小时已实现波动率：长窗口波动率指标。更稳定，反应较慢。,close,negative,Negative direction: high volatility penalized in cross-section.,负向：高波动率在截面中被惩罚。,Slow to react to volatility regime changes. Lookback=41 for pct_change+std(40).,对波动率状态变化反应慢。lookback=41用于pct_change+std(40)。,VOLATILITY,Lookback window: 41 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：41根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status,COMPLETE,canonical_bars
vol_ratio_5_20,volatility,DIAGNOSTIC_PROBE,Vol Ratio 5/20,波动率比 5/20,Volatility,波动率,"std(ret,5) / std(ret,20)",5期波动率 / 20期波动率,Volatility ratio (5h/20h): short-term vs medium-term volatility. Detects volatility expansion/compression regimes.,波动率比（5h/20h）：短期vs中期波动率。检测波动率扩张/收缩状态。,close,conditional,Conditional direction: ratio >1 means short-term vol expanding (breakout or crash); <1 means compressing (consolidation). Direction depends on which regime is favorable.,条件方向：比值>1意味着短期波动率扩张（突破或暴跌）；<1意味着收缩（盘整）。方向取决于哪种状态有利。,Direction intentionally conditional. Requires empirical diagnostics to determine favorable regime. Not a standalone signal.,方向故意设为条件式。需实证诊断确定有利状态。非独立信号。,VOLATILITY,Lookback window: 21 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：21根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
range_1h,range_position,DIAGNOSTIC_PROBE,1h Range,1小时区间,Range Position,区间位置,(high - low) / close,(最高 - 最低) / 收盘价,1-hour normalized range: (high-low)/close. Current bar's range as a fraction of price.,1小时标准化区间：(最高-最低)/收盘价。当前K线区间占价格的比例。,"close,high,low",conditional,Conditional direction: wide range may signal breakout (bullish continuation) or increased uncertainty (bearish).,条件方向：宽区间可能预示突破（看涨延续）或不确定性增加（看跌）。,Direction-neutral range measure. Cannot distinguish up-range from down-range without additional context.,方向中性的区间指标。无额外上下文无法区分上涨区间和下跌区间。,PRICE_POSITION,Lookback window: 1 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：1根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
range_4h,range_position,DIAGNOSTIC_PROBE,4h Range,4小时区间,Range Position,区间位置,(HH4 - LL4) / close,(4期最高 - 4期最低) / 收盘价,"4-hour range: (HH4-LL4)/close. Highest high minus lowest low over 4 bars, normalized by price.",4小时区间：(4期最高-4期最低)/收盘价。4根K线内最高价减最低价，按价格标准化。,"close,high,low",conditional,Conditional direction: wider range reflects increased volatility; direction depends on breakout direction.,条件方向：更宽的区间反映波动率增加；方向取决于突破方向。,Multi-bar range does not capture direction. Regime-dependent.,多K线区间不捕捉方向。取决于市场状态。,PRICE_POSITION,Lookback window: 4 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：4根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
range_24h,range_position,DIAGNOSTIC_PROBE,24h Range,24小时区间,Range Position,区间位置,(HH24 - LL24) / close,(24期最高 - 24期最低) / 收盘价,24-hour range: (HH24-LL24)/close. Full-day range normalized by price.,24小时区间：(24期最高-24期最低)/收盘价。全天区间按价格标准化。,"close,high,low",conditional,Conditional direction: wider daily range = higher volatility. Direction depends on market regime.,条件方向：更宽的日区间=更高波动率。方向取决于市场状态。,Direction-neutral. Large range can mean breakout or crash. Regime-dependent.,方向中性。大区间可能意味着突破或暴跌。取决于市场状态。,PRICE_POSITION,Lookback window: 24 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：24根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
price_pos_24h,price_position,DIAGNOSTIC_PROBE,24h Price Position,24小时价格位置,Price Position,价格位置,(close - LL24) / (HH24 - LL24),(收盘 - 24期最低) / (24期最高 - 24期最低),"24h price position: (close-LL24)/(HH24-LL24). Where current price sits in the 24h range. 0=at low, 1=at high.",24小时价格位置：(收盘-24期最低)/(24期最高-24期最低)。当前价格在24小时区间中的位置。0=在最低点，1=在最高点。,"close,high,low",conditional,Conditional direction: near highs can mean bullish breakout OR overbought/mean-reversion. Context-dependent.,条件方向：接近高点可能意味着看涨突破或超买/均值回归。取决于上下文。,Classic position indicator ambiguity. Works better with momentum/confirmation factors.,经典位置指标的模糊性。与动量/确认因子组合效果更好。,PRICE_POSITION,Lookback window: 24 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：24根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
price_pos_72h,price_position,DIAGNOSTIC_PROBE,72h Price Position,72小时价格位置,Price Position,价格位置,(close - LL72) / (HH72 - LL72),(收盘 - 72期最低) / (72期最高 - 72期最低),72h price position: where price sits in the 3-day high-low range.,72小时价格位置：价格在3天高低区间中的位置。,"close,high,low",conditional,Conditional direction: same ambiguity as 24h position but over longer horizon.,条件方向：与24小时位置相同的模糊性，但视野更长。,Longer window reduces noise but increases lag. Direction ambiguous.,更长窗口减少噪音但增加滞后。方向模糊。,PRICE_POSITION,Lookback window: 72 bars. Evaluation covers 1h/4h/24h/72h horizons.,回溯窗口：72根K线。评价覆盖1h/4h/24h/72h视野。,Status: DIAGNOSTIC_PROBE. Diagnostic probe — not yet promoted to active signal.,状态：DIAGNOSTIC_PROBE。诊断探针——尚未升级为活跃信号。,DIAGNOSTIC_PROBE status; conditional direction,DIRECTION_AMBIGUOUS,canonical_bars
